id,manufacturer,model,productionyear,category,leatherinterior,fueltype,enginevolume,mileage,cylinders,gearboxtype,drivewheels,doors,wheel,color,airbags,price
45815917,HYUNDAI,Santa FE,2017,Jeep,Yes,Petrol,2.4,91782 km,4,Automatic,Front,4,Left wheel,Orange,12,8311
45792177,KIA,Optima,2016,Sedan,Yes,Petrol,2,30662 km,4,Automatic,Front,4,Left wheel,White,4,20071
45761450,BMW,X5 M,2015,Jeep,Yes,Petrol,4.4 Turbo,65500 km,8,Automatic,4x4,4,Left wheel,Blue,12,156805
45765709,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205 km,6,Automatic,Rear,4,Left wheel,Grey,12,1568
45809296,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,296000 km,4,Variator,Front,4,Left wheel,Grey,4,15053
45776871,TOYOTA,Prius,2007,Hatchback,Yes,Hybrid,1.5,140000 km,4,Variator,Front,4,Left wheel,Green,12,5802
45786910,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,73000 km,4,Automatic,Front,4,Left wheel,Black,12,19757
45798815,SUBARU,Legacy,2004,Sedan,Yes,Petrol,2,20000000 km,4,Tiptronic,4x4,4,Right-hand drive,Black,3,8467
45810079,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,65496 km,4,Automatic,Front,4,Left wheel,Black,4,45445
45784011,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Petrol,3.2,111111 km,6,Tiptronic,Rear,4,Left wheel,Black,6,7840
45758145,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,145579 km,4,Automatic,Front,4,Left wheel,Silver,8,50
45809642,HONDA,Civic,2018,Sedan,Yes,Petrol,2,26134 km,4,Automatic,Front,4,Left wheel,Black,4,56509
45651997,LEXUS,RX 450,2016,Jeep,Yes,Hybrid,3.5,0 km,6,Automatic,Front,4,Left wheel,Grey,12,34811
45786809,BMW,528,1998,Sedan,No,Petrol,2.8,290000 km,6,Manual,Rear,4,Left wheel,Green,4,7213
45771205,SUBARU,Outback,2018,Sedan,Yes,Petrol,2.5,0 km,4,Automatic,4x4,4,Left wheel,Silver,12,1882
45777846,HONDA,FIT,2012,Hatchback,No,Hybrid,1.3,67000 km,4,Automatic,Front,4,Right-hand drive,White,2,8154
45809715,CHEVROLET,Cruze,2011,Sedan,Yes,Diesel,1.8,241768 km,4,Automatic,Front,4,Left wheel,Silver,4,10697
45573337,MITSUBISHI,Pajero IO,1998,Jeep,No,Petrol,1.8,130000 km,4,Automatic,4x4,4,Left wheel,Blue,0,10036
45442446,VOLKSWAGEN,Passat,2012,Sedan,Yes,Petrol,2.5,111001 km,4,Tiptronic,Front,4,Left wheel,Grey,10,9879
45773208,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,0 km,4,Automatic,Front,4,Left wheel,Silver,12,627
45803365,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,421703 km,4,Automatic,Front,4,Left wheel,Silver,4,10036
45815372,MERCEDES-BENZ,E 200,1998,Sedan,No,CNG,2,180003 km,4,Manual,Rear,4,Left wheel,Black,4,7840
45755575,TOYOTA,Verso,2011,Minivan,No,Diesel,2,40000 km,4,Manual,Front,4,Left wheel,Silver,6,17249
45041107,FORD,Focus,2012,Hatchback,No,Petrol,2,192000 km,4,Tiptronic,Front,4,Left wheel,White,8,15681
44045305,MITSUBISHI,RVR,2012,Hatchback,No,Petrol,1.8,139000 km,4,Automatic,Front,4,Right-hand drive,White,6,13000
45790612,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,105600 km,4,Tiptronic,Front,4,Left wheel,Carnelian red,0,16621
44287084,LAND ROVER,Range Rover,2007,Jeep,Yes,Diesel,3.6 Turbo,200000 km,8,Tiptronic,4x4,4,Left wheel,Black,12,32929
45794285,FORD,Focus,2014,Hatchback,No,Petrol,2,13000 km,4,Manual,Front,4,Left wheel,White,8,14113
45813351,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,265315 km,4,Automatic,Front,4,Left wheel,White,12,282
45810452,CHEVROLET,Orlando,2016,Jeep,Yes,Diesel,1.6,148101 km,4,Automatic,Front,4,Left wheel,Grey,4,20846
45796421,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,37000 km,4,Automatic,Front,4,Left wheel,Brown,8,17249
43719163,LEXUS,CT 200h,2012,Hatchback,Yes,Hybrid,1.8,172346 km,4,Automatic,Front,4,Left wheel,Black,12,23050
45677545,CHEVROLET,Cruze,2009,Sedan,No,Petrol,1.8,53000 km,4,Tiptronic,Front,4,Left wheel,Grey,12,10349
45804820,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,121189 km,4,Automatic,Front,4,Left wheel,Black,4,33908
45766585,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,189530 km,6,Automatic,4x4,4,Left wheel,Black,12,12388
45788660,TOYOTA,Mark X Zio,2005,Sedan,Yes,Petrol,1.5,50000 km,4,Automatic,Front,4,Left wheel,White,4,35
45732995,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,136500 km,4,Automatic,Front,4,Left wheel,Black,4,22273
45654436,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,126419 km,4,Automatic,Front,4,Left wheel,Silver,12,3293
45784221,VOLKSWAGEN,Golf 3,1994,Hatchback,No,Petrol,1.6,250000 km,4,Manual,Front,4,Right-hand drive,Black,2,2500
45788962,NISSAN,Tiida,2007,Hatchback,Yes,Petrol,1.8,0 km,4,Variator,Front,4,Right-hand drive,Grey,6,500
41853514,MERCEDES-BENZ,E 200 CGI,2011,Sedan,Yes,Petrol,1.8 Turbo,170000 km,4,Tiptronic,Rear,4,Left wheel,Beige,12,32929
45797541,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,157421 km,4,Automatic,Front,4,Left wheel,Grey,4,20005
44208094,MERCEDES-BENZ,C 180,2013,Sedan,No,Petrol,1.8,48000 km,4,Tiptronic,Rear,4,Right-hand drive,White,6,17500
45355329,HYUNDAI,Veloster remix,2013,Hatchback,No,Petrol,1.6,70400 km,4,Tiptronic,Front,4,Left wheel,Yellow,8,18660
45760748,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,259184 km,4,Automatic,Front,4,Left wheel,Silver,12,251
45815486,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,296466 km,6,Automatic,4x4,4,Left wheel,Silver,12,549
45688786,MERCEDES-BENZ,ML 350,2013,Jeep,Yes,Diesel,3.0 Turbo,146577 km,6,Tiptronic,4x4,4,Left wheel,Black,12,61154
45755504,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,0 km,4,Automatic,Front,4,Left wheel,White,12,862
45814798,MERCEDES-BENZ,G 550,2015,Jeep,Yes,Petrol,5.5,59083 km,8,Automatic,4x4,4,Left wheel,White,12,83891
45772502,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,345405 km,6,Automatic,4x4,4,Left wheel,Silver,12,5645
45809362,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,75000 km,4,Automatic,Front,4,Left wheel,Black,4,33798
43423240,VOLKSWAGEN,Golf 4,2002,Hatchback,No,Petrol,2,190000 km,4,Manual,Front,4,Left wheel,Silver,6,7213
45813502,BMW,X5,2010,Jeep,Yes,Petrol,4.8,268565 km,8,Automatic,4x4,4,Left wheel,Grey,12,941
38794452,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,182860 km,4,Automatic,Front,4,Left wheel,Pink,10,13799
45804672,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,141000 km,4,Automatic,Front,4,Left wheel,Grey,4,28755
45810576,CHEVROLET,Orlando,2013,Jeep,Yes,Diesel,2,177864 km,4,Automatic,Front,4,Left wheel,Silver,4,17158
45656070,LEXUS,RX 450,2012,Jeep,Yes,Hybrid,3.5,232357 km,6,Automatic,4x4,4,Left wheel,Black,12,941
45295940,KIA,Optima,2014,Sedan,Yes,Petrol,2.4,47000 km,4,Tiptronic,Front,4,Left wheel,Black,6,22580
45792987,MERCEDES-BENZ,E 320,2001,Sedan,Yes,Petrol,3.2,214500 km,6,Tiptronic,Rear,4,Left wheel,Blue,6,11133
45781318,BMW,318,1997,Coupe,No,Petrol,1.8,545654 km,4,Manual,Rear,2,Left wheel,Black,4,5000
45592197,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,17000 km,6,Automatic,Front,4,Left wheel,Black,12,51746
45664431,BMW,X5,2013,Jeep,Yes,Diesel,3,137802 km,6,Automatic,4x4,4,Left wheel,Black,0,1019
45652694,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,0 km,4,Automatic,Front,4,Left wheel,Silver,0,1019
45770001,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,50930 km,4,Automatic,Rear,4,Left wheel,Black,12,22580
45647807,BMW,X5,2012,Jeep,Yes,Diesel,3,103458 km,6,Automatic,4x4,4,Left wheel,White,0,8154
45760901,MERCEDES-BENZ,GL 350,2011,Jeep,Yes,Diesel,3,137270 km,6,Automatic,4x4,4,Left wheel,Grey,12,12858
45802246,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,97010 km,4,Automatic,Front,4,Left wheel,Grey,4,34108
45814282,FORD,Transit,2004,Microbus,No,Diesel,2.0 Turbo,1000 km,4,Manual,Front,2,Left wheel,White,2,11290
45760270,SUBARU,Impreza,2011,Sedan,Yes,Petrol,2.5,113061 km,4,Automatic,4x4,4,Left wheel,Black,0,188
45764853,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,88000 km,4,Tiptronic,Front,4,Left wheel,Black,10,17562
44274435,MITSUBISHI,Outlander,2003,Universal,No,LPG,2.4,200000 km,4,Automatic,Front,4,Left wheel,White,0,10036
45635118,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Diesel,1.4,112760 km,4,Automatic,Front,4,Left wheel,Brown,12,549
45812796,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,60000 km,6,Tiptronic,Front,4,Left wheel,Black,8,21169
45757290,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771 km,8,Automatic,4x4,4,Left wheel,Black,0,941
43432352,ASTON MARTIN,Virage,2007,Coupe,Yes,Petrol,4.3,72000 km,8,Tiptronic,Rear,2,Left wheel,Black,8,54000
45801175,TOYOTA,Vitz,2010,Hatchback,No,Petrol,1.3,112000 km,4,Automatic,Front,4,Right-hand drive,Grey,6,13172
45486298,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,211200 km,4,Variator,Front,4,Left wheel,White,10,18189
44680685,TOYOTA,Camry,2009,Sedan,Yes,Petrol,2.5,152000 km,4,Variator,Front,4,Left wheel,Black,4,20385
45813956,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,136542 km,6,Automatic,Front,4,Left wheel,Blue,0,3450
45815803,FORD,Transit,1999,Goods wagon,No,Diesel,2.5,137000 km,4,Manual,Rear,4,Left wheel,Blue,2,10976
45793696,MERCEDES-BENZ,E 350,2006,Sedan,Yes,Petrol,3.5,177000 km,6,Tiptronic,Rear,4,Left wheel,Silver,12,17876
45771798,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6,Automatic,Rear,4,Left wheel,Grey,12,5802
45725387,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,237003 km,4,Automatic,Front,4,Left wheel,Silver,4,15718
45801736,TOYOTA,Prius,2005,Sedan,No,Petrol,1.5,126000 km,4,Automatic,Front,4,Left wheel,Silver,4,7213
45767508,AUDI,Q7,2015,Jeep,Yes,Petrol,3,264014 km,6,Automatic,4x4,4,Left wheel,Black,0,862
45784910,VOLKSWAGEN,Jetta,2011,Sedan,Yes,LPG,2.5,147200 km,5,Tiptronic,Front,4,Left wheel,White,8,17876
45804420,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,132020 km,4,Automatic,Front,4,Left wheel,Silver,4,28830
45769914,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,148213 km,4,Automatic,4x4,4,Left wheel,Blue,0,549
45695743,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,97000 km,4,Tiptronic,Front,4,Left wheel,Black,12,20385
45759294,FORD,Tourneo Connect,2008,Goods wagon,No,Diesel,1.8,160000 km,4,Manual,Front,2,Left wheel,White,2,8781
45807147,TOYOTA,Prius,2013,Hatchback,No,Hybrid,1.8,169600 km,4,Automatic,Front,4,Left wheel,Silver,4,23521
45768663,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,111149 km,4,Automatic,Front,4,Left wheel,Brown,12,4234
45646611,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,232032 km,4,Automatic,Front,4,Left wheel,Silver,12,392
45766127,HYUNDAI,Elantra,2013,Jeep,Yes,Petrol,1.8,207606 km,4,Automatic,Front,4,Left wheel,Grey,12,9408
45798591,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.4,107855 km,4,Tiptronic,Front,4,Left wheel,Black,8,14113
45813015,HONDA,Civic,2003,Sedan,No,Petrol,1.5,2400 km,6,Automatic,Front,4,Right-hand drive,Grey,4,6272
45792466,MERCEDES-BENZ,E 240,2001,Sedan,Yes,Petrol,2.4,235000 km,6,Automatic,Rear,4,Left wheel,Silver,6,10349
45781930,HYUNDAI,Veloster,2011,Hatchback,Yes,Petrol,1.6,65600 km,4,Tiptronic,Front,2,Left wheel,Silver,4,18503
45815365,MAZDA,Demio evropuli,2003,Hatchback,No,CNG,1.4,185000 km,4,Manual,Front,4,Left wheel,Blue,4,7213
45732789,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,157224 km,4,Automatic,Front,4,Left wheel,Grey,4,17305
45803711,HYUNDAI,Tucson,2015,Jeep,Yes,Diesel,2,40602 km,4,Automatic,Front,4,Left wheel,Grey,4,23991
45030307,CHEVROLET,Cruze LT,2016,Sedan,No,Petrol,1.4 Turbo,263630 km,4,Automatic,Front,4,Left wheel,Red,8,15524
45789450,MERCEDES-BENZ,S 500,2003,Sedan,Yes,LPG,5,22500 km,8,Tiptronic,Rear,4,Left wheel,White,12,14740
45787023,TOYOTA,RAV 4,2005,Hatchback,No,Petrol,2.4,273094 km,4,Automatic,Front,4,Left wheel,Grey,4,16621
45772412,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8,Automatic,4x4,4,Left wheel,Black,0,1490
45772360,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339 km,8,Automatic,4x4,4,Left wheel,Black,0,30734
45763476,ACURA,TLX,2015,Sedan,Yes,Petrol,3.5,70562 km,6,Automatic,4x4,4,Left wheel,White,12,10349
44684078,TOYOTA,Prius 1.5I,2008,Sedan,Yes,Hybrid,1.5,145000 km,4,Variator,Front,4,Left wheel,Grey,12,13799
45772862,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2.0 Turbo,83000 km,6,Tiptronic,Rear,4,Left wheel,Black,12,64917
45775425,MAZDA,MPV,2004,Minivan,No,Petrol,2.3,0 km,5,Manual,Front,4,Left wheel,Silver,4,8467
45766261,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,229904 km,6,Automatic,4x4,4,Left wheel,Black,12,470
45730855,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,115363 km,4,Automatic,Front,4,Left wheel,Red,4,15289
45768830,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,47422 km,4,Automatic,Front,4,Left wheel,Black,12,549
45801293,LAND ROVER,Range Rover,2003,Jeep,Yes,Petrol,4.4,150000 km,8,Tiptronic,4x4,4,Left wheel,White,12,14113
45733474,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,112528 km,4,Automatic,Front,4,Left wheel,Grey,4,44134
45800811,ROVER,200,1998,Coupe,No,Petrol,1.4,0 km,4,Manual,Front,2,Left wheel,Silver,3,3000
45810042,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,2.5,73148 km,4,Automatic,Front,4,Left wheel,Silver,4,49058
45814578,DODGE,Neon,2001,Sedan,No,Petrol,2,34000 km,4,Automatic,Front,4,Left wheel,Black,1,6
45809735,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,1.5,82000 km,4,Automatic,Front,4,Left wheel,Black,4,19306
45765509,TOYOTA,Tundra,2014,Jeep,Yes,Petrol,5.7,101928 km,8,Automatic,4x4,4,Left wheel,Black,12,188
45771578,TOYOTA,RAV 4,2018,Sedan,Yes,Petrol,2.5,59158 km,4,Automatic,Front,4,Left wheel,Grey,12,784
45756978,HONDA,FIT,2006,Hatchback,No,Petrol,1.5,185000 km,4,Manual,Front,4,Right-hand drive,White,2,9722
45768785,HONDA,Insight,2013,Hatchback,Yes,Hybrid,1.3,143597 km,4,Automatic,Front,4,Left wheel,Silver,0,862
44390368,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,83200 km,4,Tiptronic,Front,4,Left wheel,White,10,29166
45781979,BMW,428 i,2014,Coupe,Yes,Petrol,2.0 Turbo,112000 km,4,Tiptronic,Rear,2,Left wheel,Black,12,40456
44825509,HYUNDAI,Sonata,2016,Sedan,No,Petrol,2.4,83200 km,4,Tiptronic,Front,4,Left wheel,Silver,12,19757
45488682,VOLKSWAGEN,Jetta,2016,Sedan,Yes,Petrol,1.8 Turbo,27000 km,4,Tiptronic,Front,4,Left wheel,Grey,6,23207
45805633,MERCEDES-BENZ,CLK 430,1999,Coupe,Yes,Petrol,4.3,115000 km,8,Tiptronic,Rear,2,Left wheel,Silver,4,7213
45802831,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,129129 km,4,Automatic,Front,4,Left wheel,Silver,4,28780
45810657,CHEVROLET,Spark,2016,Hatchback,Yes,Petrol,1,32839 km,4,Automatic,Front,4,Left wheel,Beige,4,11917
45434193,MITSUBISHI,Pajero IO,2002,Jeep,No,Petrol,2.5,1000 km,4,Automatic,4x4,4,Left wheel,White,6,40
45803570,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,548407 km,4,Automatic,Front,4,Left wheel,Orange,4,12544
45782890,MERCEDES-BENZ,E 320,2000,Sedan,Yes,Petrol,3.2,164400 km,6,Tiptronic,Rear,4,Left wheel,Black,8,9722
45762476,NISSAN,X-Trail,2002,Jeep,No,Petrol,2,158000 km,4,Manual,4x4,4,Left wheel,Golden,6,12544
45645027,HONDA,Civic,2012,Sedan,Yes,Hybrid,1.5,146403 km,4,Automatic,Front,4,Left wheel,White,0,2901
45808592,CHEVROLET,Equinox,2011,Jeep,Yes,Petrol,2.4,80000 km,4,Automatic,Front,4,Left wheel,White,12,1568
45802687,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,43598 km,4,Automatic,Front,4,Left wheel,Grey,4,73714
45776481,MERCEDES-BENZ,Viano,2010,Minivan,No,Diesel,2.2 Turbo,178000 km,4,Manual,Rear,4,Left wheel,Golden,8,43905
43943059,VOLKSWAGEN,Golf TDI,2012,Hatchback,No,Diesel,2.0 Turbo,130000 km,4,Manual,Front,2,Left wheel,White,10,15367
45810645,CHEVROLET,Spark,2014,Sedan,Yes,Petrol,1,35565 km,4,Automatic,Front,4,Left wheel,White,4,8778
45784073,HYUNDAI,Sonata Hybrid,2012,Sedan,Yes,Hydrogen,2.4,116800 km,6,Tiptronic,Front,4,Left wheel,Grey,8,20385
45674813,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,Petrol,3.2,0 km,6,Tiptronic,4x4,4,Left wheel,Silver,4,8154
45769087,TOYOTA,Tacoma,2014,Sedan,Yes,Petrol,4,238203 km,6,Automatic,4x4,4,Left wheel,Grey,12,549
45542725,NISSAN,Versa,2016,Sedan,No,Petrol,1.6,71069 km,4,Automatic,Front,4,Left wheel,Black,6,10506
45650396,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877 km,6,Automatic,4x4,4,Left wheel,White,12,5645
45801644,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783 km,4,Automatic,Front,4,Left wheel,Grey,4,19679
45755034,TOYOTA,Avalon,2016,Sedan,Yes,Hybrid,2.5,55096 km,4,Automatic,Front,4,Left wheel,Blue,0,1882
45803079,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,66340 km,4,Automatic,Front,4,Left wheel,Blue,4,50030
45682238,NISSAN,X-Terra,2010,Jeep,No,Petrol,4,190000 km,6,Automatic,4x4,4,Left wheel,Grey,8,18503
45774869,SUBARU,Forester,2006,Jeep,No,Petrol,2,257600 km,1,Tiptronic,4x4,4,Right-hand drive,Black,2,11604
45767303,TOYOTA,Prius,2017,Sedan,Yes,Hybrid,1.8,47672 km,4,Automatic,Front,4,Left wheel,White,12,1882
45801511,HYUNDAI,Elantra,2016,Sedan,Yes,Diesel,1.6,33017 km,4,Automatic,Front,4,Left wheel,White,4,23207
45803146,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,290838 km,4,Automatic,Front,4,Left wheel,Orange,4,19914
45781944,MERCEDES-BENZ,C 200,1995,Sedan,Yes,Petrol,2,0 km,4,Manual,Rear,4,Left wheel,Silver,4,5645
45730710,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,92627 km,4,Automatic,Front,4,Left wheel,Silver,4,41811
45733390,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,1.6,35950 km,4,Automatic,Front,4,Left wheel,Black,4,67699
45815935,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.8,121840 km,4,Automatic,Front,4,Left wheel,Blue,12,1568
45731517,BMW,M6,2014,Coupe,Yes,Petrol,4.4 Turbo,33500 km,8,Tiptronic,Rear,4,Left wheel,White,12,119172
45804188,JAGUAR,XF,2013,Sedan,Yes,Diesel,2.2,74438 km,4,Automatic,Front,4,Left wheel,White,4,50297
45803874,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,162973 km,4,Automatic,Front,4,Left wheel,Silver,4,29774
45814776,VAZ,2121 (Niva),1983,Jeep,No,Petrol,1.6,1000 km,4,Manual,4x4,4,Left wheel,Blue,0,1700
45759518,LEXUS,CT 200h,2015,Hatchback,Yes,Hybrid,1.8,94949 km,4,Automatic,Front,4,Left wheel,White,0,16935
45763342,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,221126 km,4,Automatic,Front,4,Left wheel,Black,0,220
45798086,OPEL,Vectra,1996,Sedan,No,Petrol,2,1111111 km,4,Manual,Front,4,Left wheel,Sky blue,2,3800
45730213,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,117000 km,4,Automatic,Front,4,Left wheel,White,4,25889
45797984,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,79995 km,4,Automatic,Front,4,Left wheel,Silver,4,16543
45809304,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,131455 km,4,Automatic,Front,4,Left wheel,Blue,4,16960
45804907,HYUNDAI,Elantra,2014,Hatchback,Yes,Petrol,2,46000 km,4,Tiptronic,Front,4,Left wheel,Black,12,15053
44941974,MITSUBISHI,ColtPlus Plus,2006,Hatchback,No,Petrol,1.5,59000 km,4,Variator,Front,4,Right-hand drive,Pink,4,9095
45652429,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3.5,245762 km,6,Automatic,4x4,4,Left wheel,Black,12,157
45787448,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,161600 km,4,Automatic,Front,4,Left wheel,Red,16,23521
45648175,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,225510 km,4,Automatic,Front,4,Left wheel,White,12,314
45782407,FORD,Fusion,2010,Sedan,No,Hybrid,2.5,176000 km,4,Variator,Front,4,Left wheel,Grey,6,11917
45814770,MITSUBISHI,Montero,2000,Jeep,Yes,CNG,3.5,22300 km,6,Tiptronic,4x4,4,Left wheel,White,8,10036
45732134,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,115633 km,4,Automatic,Front,4,Left wheel,White,4,44247
45770101,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696 km,6,Automatic,4x4,4,Left wheel,Black,12,627
45804429,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,48089 km,4,Automatic,Front,4,Left wheel,White,4,40556
45810211,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,100069 km,4,Automatic,Front,4,Left wheel,White,4,23703
45765026,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3,175614 km,6,Automatic,Rear,4,Left wheel,Black,12,2430
45790559,MERCEDES-BENZ,A 190,2005,Sedan,Yes,Petrol,1.9,122000 km,4,Tiptronic,Front,4,Left wheel,Green,4,6272
45803009,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2,47778 km,4,Automatic,Front,4,Left wheel,Grey,4,68148
45664426,BMW,X5,2012,Jeep,Yes,Diesel,3,103458 km,6,Automatic,4x4,4,Left wheel,White,0,8154
45158060,HYUNDAI,Veloster,2019,Hatchback,No,Petrol,2,12000 km,4,Tiptronic,Front,4,Left wheel,White,12,31047
45775385,BMW,X5,2004,Jeep,Yes,Diesel,3,248000 km,6,Tiptronic,4x4,4,Left wheel,White,0,25089
45655631,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6,Automatic,4x4,4,Left wheel,Silver,12,13328
45655934,FORD,Fusion,2014,Sedan,No,Petrol,1.5 Turbo,126688 km,4,Automatic,Front,4,Left wheel,Black,12,13172
45732040,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,105751 km,4,Automatic,Front,4,Left wheel,White,4,53154
45729169,RENAULT,Megane,2011,Goods wagon,No,Diesel,1.5 Turbo,210000 km,4,Manual,Front,4,Left wheel,White,8,15681
45706018,BMW,335,2009,Cabriolet,Yes,Petrol,3.0 Turbo,59700 km,6,Tiptronic,Rear,2,Left wheel,Black,7,30734
45771544,FORD,Focus,2012,Sedan,Yes,Petrol,2,117000 km,4,Tiptronic,Front,4,Left wheel,Grey,12,13485
45808469,AUDI,RS7,2016,Hatchback,Yes,Petrol,4,112701 km,8,Automatic,4x4,4,Left wheel,Grey,12,549
45794578,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,186000 km,4,Automatic,Front,4,Left wheel,Silver,10,18189
45655006,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6,Automatic,4x4,4,Left wheel,Silver,12,13328
45778514,TOYOTA,Prius V,2012,Universal,No,Petrol,1.8,174000 km,4,Variator,Front,4,Left wheel,Sky blue,8,18817
45465978,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,1.5,147000 km,4,Automatic,Front,4,Left wheel,Green,6,10976
45769550,AUDI,A4,2013,Sedan,Yes,Petrol,2,157584 km,4,Automatic,4x4,4,Left wheel,Black,0,282
45751145,FORD,Escape,2017,Jeep,Yes,Petrol,2,251430 km,4,Automatic,Front,4,Left wheel,Blue,12,706
45798420,TOYOTA,Camry,2009,Sedan,No,Petrol,2.5,130000 km,4,Automatic,Front,4,Left wheel,Red,8,12544
45765461,TOYOTA,BB,2006,Minivan,No,Petrol,1.5,200000 km,4,Automatic,Front,4,Right-hand drive,White,8,10192
45202115,MERCEDES-BENZ,CLS 450 CLS 400,2015,Sedan,Yes,Petrol,3.0 Turbo,99000 km,6,Tiptronic,4x4,4,Left wheel,Black,12,97219
45755072,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,245792 km,4,Automatic,Front,4,Left wheel,Black,12,5331
45766293,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,265558 km,4,Automatic,Rear,4,Left wheel,White,12,14583
